switch_ip,interface,mac_voice,mac_access,ip_voice,ip_access
192.168.114.5,Gi4/0/26,N/A,0080.8286.2c1d,N/A,10.118.85.116
192.168.114.5,Gi4/0/27,cc5a.5363.10e5,3ccd.936f.8375,192.168.115.25,192.168.114.57
192.168.114.5,Gi4/0/29,N/A,3ccd.93c3.ad0b,N/A,192.168.114.51
192.168.114.5,Gi4/0/33,N/A,c465.16a0.c9cc,N/A,192.168.114.163
192.168.114.5,Gi4/0/34,N/A,0040.5812.2d41,N/A,192.168.114.73
192.168.114.5,Gi4/0/35,N/A,74fe.485b.b599,N/A,192.168.114.66
192.168.114.5,Gi4/0/36,N/A,74fe.485c.2d17,N/A,192.168.114.63
192.168.114.5,Gi4/0/37,N/A,785d.c882.0c6f,N/A,192.168.114.173
192.168.114.5,Gi4/0/38,N/A,14c9.13a7.8898,N/A,192.168.114.171
192.168.114.5,Gi4/0/39,N/A,9457.a511.1869,N/A,192.168.114.71
192.168.114.5,Gi4/0/40,N/A,3ccd.93c3.1550,N/A,192.168.114.170
192.168.114.5,Gi4/0/41,cc70.ed34.1de2,14c9.1305.18ff,192.168.115.38,192.168.114.166
192.168.114.5,Gi4/0/42,0013.1914.9968,0080.64ad.fc6a,192.168.115.33,192.168.114.165
192.168.114.5,Gi4/0/45,N/A,c465.16a0.c60a,N/A,192.168.114.65
192.168.114.5,Gi4/0/47,0027.9081.433c,0080.64ad.df7d,192.168.115.149,192.168.114.64
192.168.112.7,Gi1/0/1,N/A,00c0.b75c.9585,N/A,192.168.112.12
192.168.112.7,Gi1/0/2,N/A,00c0.b75c.961e,N/A,192.168.112.13
192.168.112.7,Gi1/0/3,N/A,0080.64ad.df75,N/A,192.168.112.54
192.168.112.7,Gi1/0/4,20bb.c020.aa8f,cc2d.8cbf.a396,192.168.113.155,192.168.112.79
192.168.112.7,Gi1/0/5,203a.0782.3537,9890.96b6.43a6,192.168.113.165,192.168.112.109
192.168.112.7,Gi1/0/6,203a.0782.2dfb,f439.0912.6e02,192.168.113.35,192.168.112.166
192.168.112.7,Gi1/0/7,203a.0782.57b3,3ccd.936f.8304,192.168.113.23,192.168.112.86
192.168.112.7,Gi1/0/8,203a.0782.7619,0080.64ad.f147,192.168.113.25,192.168.112.161
192.168.112.7,Gi1/0/9,203a.0782.5765,3ccd.936f.821f,192.168.113.28,192.168.112.170
192.168.112.7,Gi1/0/10,203a.0782.3301,cc2d.8cb2.6467,192.168.113.42,192.168.112.162
192.168.112.7,Gi1/0/11,ac7e.8ab6.2d2b,a823.fea2.f9a7,192.168.113.48,192.168.112.158
192.168.112.7,Gi1/0/16,203a.0782.2ff5,0030.0419.8709,192.168.113.39,192.168.112.199
192.168.112.7,Gi1/0/17,203a.0782.2d25,3ccd.936f.84e3,192.168.113.44,192.168.112.147
192.168.112.7,Gi1/0/18,203a.0782.3391,14c9.13a7.f4a9,192.168.113.164,192.168.112.57
192.168.112.7,Gi1/0/21,N/A,c808.e94d.9f95,N/A,192.168.112.60
192.168.112.7,Gi1/0/22,203a.0782.32d9,3ccd.936f.836c,192.168.113.152,192.168.112.168
192.168.112.7,Gi1/0/23,7035.09b4.8b08,785d.c8be.dfef,192.168.113.158,192.168.112.167
192.168.112.7,Gi1/0/24,20bb.c020.b559,3ccd.936f.8208,192.168.113.49,192.168.112.159
192.168.112.7,Gi1/0/25,203a.0782.3095,3ccd.93c2.c8ef,192.168.113.47,192.168.112.59
192.168.112.7,Gi1/0/26,203a.0782.581b,a4ba.dbe4.c680,192.168.113.144,192.168.112.157
192.168.112.7,Gi1/0/27,203a.0782.57e7,14c9.13a7.619e,192.168.113.32,192.168.112.177
192.168.112.7,Gi1/0/28,b4a4.e3d6.65e3,3ccd.93c2.f4f5,192.168.113.27,192.168.112.194
192.168.112.7,Gi1/0/29,0021.5503.10c3,3ccd.93c2.f4b6,192.168.113.54,192.168.112.195
192.168.112.7,Gi1/0/30,6073.5c63.72bc,0030.0419.b501,192.168.113.156,192.168.112.53
192.168.112.7,Gi1/0/31,c4c6.03f1.02fa,1860.24dc.c412,192.168.113.21,192.168.112.149
192.168.112.7,Gi1/0/33,203a.0782.67bf,N/A,192.168.113.29,N/A
192.168.112.7,Gi1/0/34,203a.0782.64cf,14c9.13a7.8c10,192.168.113.33,192.168.112.190
192.168.112.7,Gi1/0/35,c4c6.03f1.0582,040e.3cc3.0aed,192.168.113.56,192.168.112.78
192.168.112.7,Gi1/0/37,N/A,001e.0b0e.6226,N/A,10.1.100.54
192.168.112.7,Gi1/0/38,0009.b7aa.2019,a823.fea2.fae7,192.168.113.38,192.168.112.211
192.168.112.7,Gi1/0/39,N/A,ecb1.d739.071d,N/A,10.90.103.31
192.168.112.7,Gi1/0/40,N/A,ecb1.d739.0883,N/A,10.90.103.33
192.168.112.7,Gi1/0/41,N/A,2c27.d719.f4a8,N/A,10.90.103.32
192.168.112.7,Gi1/0/42,N/A,ecb1.d73b.8507,N/A,10.90.103.34
192.168.112.7,Gi1/0/47,N/A,0860.6efb.7434,N/A,192.168.112.88
192.168.112.7,Gi1/0/48,N/A,74fe.485b.b4a3,N/A,192.168.112.51
192.168.112.7,Gi2/0/5,N/A,0040.8ca7.4336,N/A,10.2.81.89
192.168.112.7,Gi2/0/7,N/A,0030.052c.d206,N/A,192.168.112.164
192.168.112.7,Gi2/0/13,N/A,785d.c8be.fc10,N/A,192.168.112.203
192.168.112.7,Gi2/0/14,N/A,785d.c8be.fc57,N/A,192.168.112.169
192.168.112.7,Gi2/0/15,N/A,6c2b.59e1.daa3,N/A,192.168.112.93
192.168.112.7,Gi2/0/17,N/A,9890.96ce.70d9,N/A,10.2.11.61
192.168.112.7,Gi2/0/18,N/A,14c9.1305.1a55,N/A,10.2.11.182
192.168.112.7,Gi2/0/19,203a.0782.3247,a823.fea2.f9b1,192.168.113.157,192.168.112.76
192.168.112.7,Gi2/0/20,N/A,0040.8ca2.bb3e,N/A,10.2.81.91
192.168.112.7,Gi2/0/21,203a.0782.32ef,N/A,192.168.113.161,N/A
192.168.112.7,Gi2/0/25,N/A,84b8.02c5.4818,N/A,192.168.112.105
192.168.112.7,Gi2/0/26,N/A,84b8.02b5.fa9c,N/A,192.168.112.80
192.168.112.7,Gi2/0/27,N/A,84b8.02b5.f884,N/A,192.168.112.146
192.168.112.7,Gi2/0/28,N/A,84b8.02b3.bc88,N/A,192.168.112.56
192.168.112.7,Gi2/0/29,N/A,84b8.02b8.367c,N/A,192.168.112.217
192.168.112.7,Gi2/0/30,N/A,84b8.02b3.b9ec,N/A,192.168.112.103
192.168.112.7,Gi2/0/31,N/A,84b8.02c5.4bec,N/A,192.168.112.91
192.168.112.7,Gi2/0/33,N/A,84b8.02c5.4b00,N/A,192.168.112.145
192.168.112.7,Gi2/0/35,N/A,3ccd.93c3.0a67,N/A,192.168.112.153
192.168.112.7,Gi2/0/37,N/A,0060.b0c9.1609,N/A,10.1.100.66
192.168.112.7,Gi2/0/38,N/A,0060.b0b8.b54c,N/A,10.1.100.69
192.168.112.7,Gi2/0/41,203a.0782.6ca1,785d.c8be.fd3c,192.168.113.55,10.1.100.17
192.168.112.7,Gi2/0/43,N/A,0022.191e.b0bb,N/A,192.168.112.67
192.168.112.7,Gi2/0/46,N/A,6805.ca10.e189,N/A,10.2.11.26
192.168.112.7,Gi2/0/48,N/A,6805.ca8a.ec3f,N/A,192.168.112.77
192.168.112.7,Gi3/0/2,203a.0782.654d,N/A,192.168.113.26,N/A
192.168.112.7,Gi3/0/3,203a.0782.65cb,a823.fea2.fb1d,192.168.113.30,192.168.112.94
192.168.112.7,Gi3/0/4,203a.0782.6119,1803.73ad.4a54,192.168.113.57,10.2.11.50
192.168.112.7,Gi3/0/12,N/A,6c2b.59e4.7748,N/A,192.168.112.85
192.168.112.7,Gi3/0/13,N/A,3ccd.93c2.c331,N/A,192.168.112.90
192.168.112.7,Gi3/0/14,N/A,3ccd.93c2.f38e,N/A,192.168.112.70
192.168.112.7,Gi3/0/15,N/A,3ccd.93c3.0a3c,N/A,192.168.112.173
192.168.112.7,Gi3/0/16,N/A,3ccd.9350.ad70,N/A,192.168.112.71
192.168.112.7,Gi3/0/17,N/A,3ccd.93c2.f443,N/A,192.168.112.64
192.168.112.7,Gi3/0/18,N/A,3ccd.93c2.f3b7,N/A,192.168.112.75
192.168.112.7,Gi3/0/19,N/A,3ccd.93c2.f36a,N/A,192.168.112.68
192.168.112.7,Gi3/0/20,N/A,cc2d.8cec.6473,N/A,192.168.112.174
192.168.112.7,Gi3/0/21,N/A,3ccd.93c2.f4c3,N/A,192.168.112.155
192.168.112.7,Gi3/0/22,N/A,3ccd.93c3.0903,N/A,192.168.112.192
192.168.112.7,Gi3/0/23,N/A,2c9e.fc42.e00a,N/A,192.168.112.72
192.168.112.7,Gi3/0/24,N/A,2c9e.fcd7.804f,N/A,192.168.112.179
192.168.112.7,Gi3/0/26,N/A,484d.7ed2.a115,N/A,192.168.112.89
192.168.112.7,Gi3/0/27,203a.0782.3659,N/A,192.168.113.37,N/A
192.168.112.7,Gi3/0/28,N/A,3ccd.936f.838c,N/A,192.168.112.151
192.168.112.7,Gi3/0/29,N/A,c465.16a5.82b0,N/A,192.168.112.92
192.168.112.7,Gi3/0/30,203a.0782.2dd9,N/A,192.168.113.36,N/A
192.168.112.7,Gi3/0/31,N/A,0040.8ca7.4360,N/A,10.2.81.92
192.168.112.7,Gi3/0/32,N/A,0040.8ca2.bb3f,N/A,10.2.81.87
192.168.112.7,Gi3/0/33,N/A,0040.8ca2.bb42,N/A,10.2.81.88
192.168.112.7,Gi3/0/34,N/A,0040.8ca7.445b,N/A,10.2.81.90
192.168.112.7,Gi3/0/35,N/A,9890.96ce.4fa1,N/A,10.2.52.150
192.168.112.7,Gi3/0/36,N/A,14c9.1305.1ad5,N/A,192.168.112.181
192.168.112.7,Gi3/0/37,203a.0782.3091,N/A,192.168.113.34,N/A
192.168.112.7,Gi3/0/38,N/A,0800.09c9.504c,N/A,10.1.100.45
192.168.112.7,Gi3/0/39,N/A,0040.8ca7.4dfb,N/A,192.168.112.36
192.168.112.7,Gi3/0/40,N/A,f439.0912.6e81,N/A,192.168.112.107
192.168.112.7,Gi3/0/41,N/A,3ccd.93c3.0980,N/A,192.168.112.52
192.168.112.7,Gi3/0/42,N/A,2c9e.fc43.045f,N/A,192.168.112.99
192.168.112.7,Gi3/0/43,0021.5554.c5c4,N/A,192.168.113.77,N/A
192.168.112.7,Gi3/0/44,N/A,74fe.485b.b407,N/A,192.168.112.187
192.168.112.7,Gi3/0/45,N/A,74fe.485b.b461,N/A,192.168.112.206
192.168.112.7,Gi3/0/46,N/A,f481.39dc.f869,N/A,10.1.100.149
192.168.112.7,Gi4/0/1,N/A,7085.c210.a5f1,N/A,192.168.112.84
192.168.112.7,Gi4/0/2,501c.b00c.f139,0017.088d.9cd2,192.168.113.150,192.168.112.171
192.168.112.7,Gi4/0/3,N/A,901b.0eab.475d,N/A,192.168.112.62
192.168.112.7,Gi4/0/4,N/A,c0a2.6d00.ba29,N/A,192.168.112.226
192.168.112.7,Gi4/0/5,N/A,0007.3240.727b,N/A,192.168.112.205
192.168.112.7,Gi4/0/6,N/A,0080.4f85.4390,N/A,192.168.112.210
192.168.112.7,Gi4/0/7,203a.0782.64d5,0080.64ad.845a,192.168.113.162,192.168.112.69
192.168.112.7,Gi4/0/8,N/A,a042.3f29.4044,N/A,192.168.112.196
192.168.112.7,Gi4/0/9,N/A,74fe.485b.b51b,N/A,192.168.112.156
192.168.112.7,Gi4/0/10,N/A,f481.39de.5ac2,N/A,192.168.112.96
192.168.112.7,Gi4/0/11,N/A,00a0.dec4.7f91,N/A,192.168.112.148
192.168.112.7,Gi4/0/12,N/A,0069.2d04.bdc4,N/A,192.168.112.178
192.168.112.7,Gi4/0/13,N/A,0020.4a52.e167,N/A,192.168.112.108
192.168.112.7,Gi4/0/14,N/A,001b.2181.6a82,N/A,192.168.118.55
192.168.112.7,Gi4/0/15,N/A,901b.0ea1.5b15,N/A,192.168.112.87
192.168.112.7,Gi4/0/16,203a.0782.65b3,f439.0912.6f8a,192.168.113.22,192.168.112.180
192.168.112.7,Gi4/0/18,203a.0782.3fcb,N/A,192.168.113.31,N/A
192.168.112.7,Gi4/0/19,N/A,f48e.3889.f028,N/A,192.168.112.191
192.168.112.7,Gi4/0/23,ccd8.c1fb.fcf5,80e8.2c32.fdd0,192.168.113.40,192.168.112.74
192.168.112.7,Gi4/0/24,N/A,0022.db01.4fd7,N/A,192.168.112.15
192.168.112.7,Gi4/0/27,N/A,3ccd.93c3.acc0,N/A,192.168.112.154
192.168.112.7,Gi4/0/29,N/A,0010.8d04.9769,N/A,192.168.112.37
192.168.112.7,Gi4/0/30,203a.0782.2fed,842b.2b9b.902f,192.168.113.163,192.168.112.55
192.168.112.7,Gi4/0/31,N/A,0060.b0c5.a98a,N/A,192.168.112.4
192.168.112.7,Gi4/0/33,N/A,785d.c8be.fd2c,N/A,192.168.112.197
192.168.112.7,Gi4/0/35,203a.0782.6a7f,N/A,192.168.113.24,N/A
192.168.112.7,Gi4/0/36,N/A,6805.ca10.fc78,N/A,192.168.112.41
192.168.112.7,Gi4/0/37,N/A,0011.85f9.fd15,N/A,10.1.100.162
192.168.112.7,Gi4/0/38,c4c6.03f1.c0c8,N/A,192.168.113.153,N/A
192.168.112.7,Gi4/0/39,N/A,a036.9f2a.891d,N/A,10.10.1.1
192.168.112.7,Gi4/0/40,N/A,3c52.8277.077f,N/A,192.168.118.19
192.168.112.7,Gi4/0/42,N/A,d072.dc97.9924,N/A,192.168.112.143
192.168.112.7,Gi4/0/43,N/A,d072.dc99.ba54,N/A,192.168.112.216
192.168.112.7,Gi4/0/44,N/A,d072.dcb7.c558,N/A,192.168.112.212
192.168.112.7,Gi4/0/45,N/A,fc5b.393f.081c,N/A,192.168.112.163
192.168.112.7,Gi4/0/46,N/A,d072.dc99.b9dc,N/A,192.168.112.144
192.168.112.7,Gi4/0/47,N/A,88f0.31b2.7374,N/A,192.168.112.213
192.168.112.7,Gi4/0/48,N/A,fc5b.392b.a650,N/A,192.168.112.104
192.168.112.7,Gi5/0/1,N/A,1c1b.0dfb.fe4b,N/A,192.168.112.231
192.168.112.7,Gi5/0/5,b4a8.b969.d09b,N/A,192.168.113.43,N/A
192.168.112.7,Gi5/0/7,N/A,00fc.bab6.7808,N/A,192.168.112.106
192.168.112.7,Gi5/0/8,N/A,6805.ca6c.a404,N/A,192.168.112.228
192.168.112.7,Gi5/0/11,N/A,0018.8517.7501,N/A,192.168.112.73
192.168.112.7,Gi5/0/13,N/A,0007.4da9.2e72,N/A,192.168.112.165
192.168.112.7,Gi5/0/14,N/A,c465.16a0.cecd,N/A,192.168.112.184
192.168.112.7,Gi5/0/15,N/A,c465.169e.7f79,N/A,192.168.112.83
192.168.112.7,Gi5/0/17,a093.5110.1a4b,a823.fea2.fa0b,192.168.113.159,192.168.112.186
192.168.112.7,Gi5/0/18,203a.0782.6957,cc2d.8cb2.5d25,192.168.113.41,192.168.112.97
192.168.112.7,Gi5/0/19,203a.0782.6333,cc2d.8cb2.5597,192.168.113.45,192.168.112.82
192.168.112.7,Gi5/0/20,203a.0782.693b,cc2d.8cb2.5671,192.168.113.145,192.168.112.207
192.168.112.7,Gi5/0/42,N/A,2829.8612.7e27,N/A,192.168.112.95
192.168.112.7,Gi5/0/44,N/A,b400.1636.552a,N/A,192.168.112.185
192.168.112.7,Gi5/0/46,N/A,203a.0782.31d5,N/A,192.168.112.204
192.168.112.7,Gi5/0/47,N/A,001e.0b0e.96c7,N/A,192.168.112.175
192.168.166.5,Gi1/0/2,ccd8.c1fa.fad7,3822.e215.ce59,192.168.167.30,192.168.252.134
192.168.166.5,Gi1/0/3,203a.0782.2ea7,84a9.3e09.1c73,192.168.167.144,10.2.81.221
192.168.166.5,Gi1/0/4,N/A,001f.ca26.9b10,N/A,192.168.166.150
192.168.166.5,Gi1/0/5,203a.0782.3857,c8d9.d27e.bd29,192.168.167.143,192.168.166.59
192.168.166.5,Gi1/0/6,203a.0782.2f75,c8d9.d297.f8a6,192.168.167.21,192.168.166.152
192.168.166.5,Gi1/0/7,203a.0782.6069,N/A,192.168.167.23,N/A
192.168.166.5,Gi1/0/8,N/A,14c9.13a7.f696,N/A,192.168.166.62
192.168.166.5,Gi1/0/9,N/A,0040.8c92.ec59,N/A,10.2.81.22
192.168.166.5,Gi1/0/10,203a.0782.2f85,14c9.13a7.f6c6,192.168.167.145,192.168.166.58
192.168.166.5,Gi1/0/11,203a.0782.3013,14c9.13a7.f5f8,192.168.167.26,192.168.166.154
192.168.166.5,Gi1/0/12,N/A,0040.8c93.2d02,N/A,192.168.166.20
192.168.166.5,Gi1/0/13,0021.5503.4600,14c9.13a7.f5ae,192.168.167.29,192.168.166.63
192.168.166.5,Gi1/0/14,N/A,0040.8c91.a8d5,N/A,10.2.81.20
192.168.166.5,Gi1/0/15,7802.b1d4.083e,3ccd.936f.8371,192.168.167.24,192.168.166.51
192.168.166.5,Gi1/0/16,N/A,0040.8c91.73eb,N/A,10.2.81.200
192.168.166.5,Gi1/0/17,203a.0782.383f,84a9.3e09.2120,192.168.167.25,192.168.166.55
192.168.166.5,Gi1/0/18,N/A,001e.8f30.e408,N/A,192.168.166.16
192.168.166.5,Gi1/0/19,203a.0782.2d03,c8d9.d27e.b742,192.168.167.22,192.168.166.56
192.168.166.5,Gi1/0/20,N/A,0040.8c91.743c,N/A,10.2.81.189
192.168.166.5,Gi1/0/21,N/A,14c9.13a7.f599,N/A,192.168.166.151
192.168.166.5,Gi1/0/22,N/A,f481.39dd.a415,N/A,10.1.100.83
192.168.166.5,Gi1/0/23,N/A,14c9.13a7.f16d,N/A,10.1.100.189
192.168.166.5,Gi1/0/24,N/A,0050.1a1a.1d5d,N/A,192.168.166.60
192.168.166.5,Gi1/0/27,N/A,785d.c8be.fb8a,N/A,192.168.166.153
192.168.166.5,Gi1/0/28,N/A,2829.8626.25f5,N/A,192.168.166.161
192.168.166.5,Gi1/0/29,N/A,00e0.db54.a600,N/A,192.168.166.164
192.168.166.5,Gi1/0/30,N/A,00e0.db55.407b,N/A,192.168.166.162
192.168.166.5,Gi1/0/34,N/A,0007.4d87.afa1,N/A,192.168.166.54
192.168.166.5,Gi1/0/35,N/A,cc46.d6ab.8954,N/A,192.168.166.163
192.168.166.5,Gi1/0/36,N/A,cc46.d6ab.9240,N/A,192.168.166.57
192.168.126.7,Gi1/0/1,N/A,74fe.485b.b445,N/A,10.2.54.52
192.168.126.7,Gi1/0/2,N/A,f481.39db.cf53,N/A,10.1.100.78
192.168.126.7,Gi1/0/3,203a.0782.3af9,a823.fea2.f9b0,192.168.127.12,10.2.21.165
192.168.126.7,Gi1/0/4,203a.0782.56bf,N/A,192.168.127.135,N/A
192.168.126.7,Gi1/0/5,N/A,3ccd.93c2.c8d1,N/A,192.168.126.72
192.168.126.7,Gi1/0/6,N/A,84b8.02b5.f964,N/A,10.100.12.60
192.168.126.7,Gi1/0/7,N/A,84b8.02b3.bd50,N/A,10.100.12.163
192.168.126.7,Gi1/0/9,N/A,84b8.02b5.fa30,N/A,10.100.12.61
192.168.126.7,Gi1/0/10,N/A,84b8.02b3.bcb0,N/A,10.100.12.159
192.168.126.7,Gi1/0/11,N/A,00a6.ca8c.4e3c,N/A,10.100.12.161
192.168.126.7,Gi1/0/12,74a2.e69e.f5f4,1803.73d7.4ec2,192.168.127.133,10.100.12.56
192.168.126.7,Gi1/0/13,N/A,785d.c8be.e05b,N/A,192.168.126.188
192.168.126.7,Gi1/0/14,N/A,001e.0b10.38e1,N/A,192.168.126.17
192.168.126.7,Gi1/0/15,203a.0782.605f,785d.c882.0bff,192.168.127.158,192.168.126.227
192.168.126.7,Gi1/0/16,203a.0782.58a9,3ccd.93c3.acdf,192.168.127.51,192.168.126.180
192.168.126.7,Gi1/0/17,N/A,3464.a96b.a5ea,N/A,10.1.100.88
192.168.126.7,Gi1/0/18,203a.0782.471b,f439.090c.e09b,192.168.127.44,192.168.126.218
192.168.126.7,Gi1/0/20,7001.b5db.4f74,785d.c882.0c0b,192.168.127.152,192.168.126.165
192.168.126.7,Gi1/0/21,c062.6b63.f14c,f439.090c.df74,192.168.127.13,192.168.126.116
192.168.126.7,Gi1/0/22,203a.0782.2f23,0080.64ad.e01f,192.168.127.143,192.168.126.181
192.168.126.7,Gi1/0/23,N/A,14c9.1305.1a8a,N/A,192.168.126.146
192.168.126.7,Gi1/0/25,N/A,0024.e843.914c,N/A,192.168.126.153
192.168.126.7,Gi1/0/26,N/A,3ccd.93c3.ac4f,N/A,192.168.126.168
192.168.126.7,Gi1/0/27,N/A,b00c.d170.f2f6,N/A,192.168.126.228
192.168.126.7,Gi1/0/29,N/A,a823.fea2.ec81,N/A,192.168.126.152
192.168.126.7,Gi1/0/30,N/A,a823.fea2.ecfd,N/A,192.168.126.149
192.168.126.7,Gi1/0/31,N/A,a823.fea2.ecfb,N/A,192.168.126.150
192.168.126.7,Gi1/0/32,203a.0782.5fbb,f439.090c.e0da,192.168.127.142,192.168.126.155
192.168.126.7,Gi1/0/33,N/A,a823.fea2.ecb6,N/A,192.168.126.138
192.168.126.7,Gi1/0/34,N/A,84b8.02c5.48d0,N/A,192.168.126.194
192.168.126.7,Gi1/0/35,N/A,0080.64ad.e987,N/A,192.168.126.192
192.168.126.7,Gi1/0/37,N/A,84b8.02c5.49e4,N/A,192.168.126.212
192.168.126.7,Gi1/0/38,N/A,84b8.02c5.48f0,N/A,192.168.126.162
192.168.126.7,Gi1/0/39,38ed.18e9.e1dc,a823.fea2.fe32,192.168.127.15,192.168.126.67
192.168.126.7,Gi1/0/40,N/A,84b8.02af.dcc0,N/A,192.168.126.179
192.168.126.7,Gi1/0/41,N/A,84b8.02d0.401c,N/A,10.100.12.160
192.168.126.7,Gi1/0/42,N/A,84b8.02c5.4b64,N/A,10.100.12.164
192.168.126.7,Gi1/0/43,N/A,84b8.02b3.baf8,N/A,192.168.126.92
192.168.126.7,Gi1/0/44,N/A,84b8.02b8.3bdc,N/A,192.168.126.211
192.168.126.7,Gi1/0/45,c800.84ec.677d,N/A,192.168.127.145,N/A
192.168.126.7,Gi1/0/46,c800.84ec.bdd7,c808.e94d.ad63,192.168.127.149,10.2.21.134
192.168.126.7,Gi1/0/47,N/A,c808.e94d.adc3,N/A,10.2.21.135
192.168.126.7,Gi1/0/48,203a.0782.30e9,c808.e94d.9fa6,192.168.127.20,192.168.126.189
192.168.126.7,Gi2/0/1,N/A,84b8.02b3.bc10,N/A,192.168.126.139
192.168.126.7,Gi2/0/2,N/A,84b8.02c5.47b8,N/A,10.100.12.62
192.168.126.7,Gi2/0/3,N/A,0040.9d56.a40e,N/A,192.168.126.35
192.168.126.7,Gi2/0/4,203a.0782.2eb9,0080.64ad.fae4,192.168.127.24,192.168.126.182
192.168.126.7,Gi2/0/5,N/A,0080.64ad.e2c8,N/A,192.168.126.186
192.168.126.7,Gi2/0/6,N/A,a823.fea2.eccd,N/A,192.168.126.230
192.168.126.7,Gi2/0/7,N/A,74fe.485b.b531,N/A,192.168.126.202
192.168.126.7,Gi2/0/8,N/A,0080.64ad.ebb1,N/A,192.168.126.193
192.168.126.7,Gi2/0/9,c800.84ed.9b3f,785d.c8be.fcf2,192.168.127.14,192.168.126.141
192.168.126.7,Gi2/0/10,N/A,0013.952d.8dbe,N/A,192.168.126.183
192.168.126.7,Gi2/0/12,203a.0782.5f79,f439.090c.ca43,192.168.127.30,192.168.126.113
192.168.126.7,Gi2/0/13,0008.32a8.e656,N/A,192.168.127.153,N/A
192.168.126.7,Gi2/0/15,N/A,00d0.c9ef.1db1,N/A,10.2.45.127
192.168.126.7,Gi2/0/16,N/A,a823.fea2.eca2,N/A,10.2.21.206
192.168.126.7,Gi2/0/17,203a.0782.3165,0080.64ad.dc12,192.168.127.134,192.168.126.96
192.168.126.7,Gi2/0/18,c062.6b63.f20e,N/A,192.168.127.17,N/A
192.168.126.7,Gi2/0/19,0021.5502.a9d8,N/A,192.168.127.11,N/A
192.168.126.7,Gi2/0/20,203a.0782.31fd,f439.090c.e0a9,192.168.127.138,192.168.126.107
192.168.126.7,Gi2/0/21,dca5.f43e.4dbb,14c9.13a7.8a9d,192.168.127.146,192.168.126.106
192.168.126.7,Gi2/0/23,N/A,0022.db00.4291,N/A,192.168.126.46
192.168.126.7,Gi2/0/24,20bb.c020.9d4b,785d.c8be.e10d,192.168.127.154,192.168.126.196
192.168.126.7,Gi2/0/26,N/A,0080.64ad.dde7,N/A,192.168.126.191
192.168.126.7,Gi2/0/27,N/A,0080.64ad.e9b6,N/A,192.168.126.65
192.168.126.7,Gi2/0/28,N/A,0080.64ad.e8e7,N/A,192.168.126.195
192.168.126.7,Gi2/0/29,N/A,84b8.02c5.4a3c,N/A,10.100.12.157
192.168.126.7,Gi2/0/30,2c73.a02c.c670,N/A,192.168.127.27,N/A
192.168.126.7,Gi2/0/31,203a.0782.6179,f439.090c.cacc,192.168.127.23,192.168.126.110
192.168.126.7,Gi2/0/32,5c50.1545.9318,14c9.13a7.f6a1,192.168.127.139,192.168.126.226
192.168.126.7,Gi2/0/34,N/A,a823.fea2.eca0,N/A,10.2.21.201
192.168.126.7,Gi2/0/35,N/A,0080.64ad.a04b,N/A,192.168.126.219
192.168.126.7,Gi2/0/36,N/A,74fe.485b.b589,N/A,192.168.126.197
192.168.126.7,Gi2/0/37,203a.0782.6887,0080.64ad.ede1,192.168.127.41,192.168.126.164
192.168.126.7,Gi2/0/39,203a.0782.575f,f439.090c.be09,192.168.127.18,192.168.126.144
192.168.126.7,Gi2/0/40,N/A,0018.7dc2.b3f6,N/A,192.168.126.157
192.168.126.7,Gi2/0/41,N/A,74fe.485b.9966,N/A,192.168.126.163
192.168.126.7,Gi2/0/42,N/A,0022.db02.031d,N/A,192.168.126.48
192.168.126.7,Gi2/0/43,N/A,785d.c8be.fc9a,N/A,192.168.126.232
192.168.126.7,Gi2/0/44,N/A,14c9.13a7.f67b,N/A,192.168.126.61
192.168.126.7,Gi2/0/45,N/A,84b8.02b8.3bb0,N/A,192.168.126.208
192.168.126.7,Gi2/0/46,N/A,84b8.02b3.bc78,N/A,10.100.12.162
192.168.126.7,Gi2/0/47,N/A,c465.16cf.a796,N/A,192.168.126.109
192.168.126.7,Gi2/0/48,N/A,74fe.485b.9920,N/A,10.100.12.153
192.168.126.7,Gi3/0/1,N/A,0022.db02.0050,N/A,192.168.126.47
192.168.126.7,Gi3/0/2,N/A,f430.b973.e02a,N/A,10.1.100.93
192.168.126.7,Gi3/0/3,N/A,785d.c8be.fc81,N/A,10.2.21.199
192.168.126.7,Gi3/0/5,N/A,a823.fea2.eb88,N/A,192.168.126.222
192.168.126.7,Gi3/0/6,N/A,2829.8617.290f,N/A,192.168.126.117
192.168.126.7,Gi3/0/7,N/A,00d0.5f00.8461,N/A,192.168.126.174
192.168.126.7,Gi3/0/8,N/A,00d0.5f00.e167,N/A,192.168.126.171
192.168.126.7,Gi3/0/9,N/A,0080.64ad.e038,N/A,192.168.126.62
192.168.126.7,Gi3/0/10,N/A,0013.952d.29ef,N/A,192.168.126.64
192.168.126.7,Gi3/0/11,N/A,001a.0704.058b,N/A,192.168.126.225
192.168.126.7,Gi3/0/12,N/A,00d0.5f00.8462,N/A,192.168.126.119
192.168.126.7,Gi3/0/13,N/A,00d0.5f00.8ca6,N/A,192.168.126.115
192.168.126.7,Gi3/0/14,N/A,00d0.5f00.7aab,N/A,192.168.126.121
192.168.126.7,Gi3/0/16,N/A,00d0.5f00.7ff0,N/A,192.168.126.187
192.168.126.7,Gi3/0/17,N/A,14c9.1304.c67e,N/A,192.168.126.169
